county,years,gang_killings,guns_involved,murders,passion_murder,solved,youth_murder,pop,unsolved_percentage,murder_per_100_thousand,percentage_gang_killings,percentage_passion,percentage_other,year_code,county_code,percentage_solved,gkillings_per_100thousand
Mendocino,1980,0,4,8,4,5,4,67000,37.5,11.94029851,0.0,50.0,50.0,1,14,62.5,0.0
Mendocino,1981,0,2,4,1,2,1,68500,50.0,5.839416057999999,0.0,25.0,75.0,2,14,50.0,0.0
Mendocino,1982,1,2,3,1,3,1,69800,0.0,4.297994269,33.33333333,33.33333333,33.33333333,3,14,100.0,1.4326647564469914
Mendocino,1983,0,3,5,0,4,0,70800,20.0,7.0621468929999995,0.0,0.0,100.0,4,14,80.0,0.0
Mendocino,1984,0,5,9,2,7,2,71800,22.22222222,12.53481894,0.0,22.22222222,77.77777778,5,14,77.7777777777778,0.0
Mendocino,1985,0,5,7,1,7,2,73400,0.0,9.536784741,0.0,14.28571429,85.71428571,6,14,100.0,0.0
Mendocino,1986,4,6,10,6,6,3,74500,40.0,13.42281879,40.0,60.0,0.0,7,14,60.0,5.369127516778524
Mendocino,1987,0,5,5,1,3,2,75600,40.0,6.613756614,0.0,20.0,80.0,8,14,60.0,0.0
Mendocino,1988,0,6,9,4,7,1,76800,22.22222222,11.71875,0.0,44.44444444,55.55555556,9,14,77.7777777777778,0.0
Mendocino,1989,0,6,7,2,6,2,78500,14.28571429,8.917197452,0.0,28.57142857,71.42857143,10,14,85.71428571428571,0.0
Mendocino,1990,0,7,9,4,9,3,80600,0.0,11.1662531,0.0,44.44444444,55.55555556,11,14,100.0,0.0
Mendocino,1991,0,2,2,1,2,0,81847,0.0,2.44358376,0.0,50.0,50.0,12,14,100.0,0.0
Mendocino,1992,0,4,6,2,6,0,82372,0.0,7.284028553,0.0,33.33333333,66.66666667,13,14,100.0,0.0
Mendocino,1993,0,7,9,5,6,2,83009,33.33333333,10.84219783,0.0,55.55555556,44.44444444,14,14,66.66666666666666,0.0
Mendocino,1994,0,2,6,5,5,1,83354,16.66666667,7.198214843,0.0,83.33333333,16.66666667,15,14,83.33333333333334,0.0
Mendocino,1995,0,5,5,1,5,1,83753,0.0,5.969935405,0.0,20.0,80.0,16,14,100.0,0.0
Mendocino,1996,0,1,5,2,5,1,84291,0.0,5.931831394,0.0,40.0,60.0,17,14,100.0,0.0
Mendocino,1997,0,6,8,2,7,1,85322,12.5,9.376245283,0.0,25.0,75.0,18,14,87.5,0.0
Mendocino,1998,0,3,7,2,5,0,85223,28.57142857,8.213745116,0.0,28.57142857,71.42857143,19,14,71.42857142857143,0.0
Mendocino,1999,0,5,8,6,6,0,85800,25.0,9.324009324,0.0,75.0,25.0,20,14,75.0,0.0
Mendocino,2000,0,0,5,2,4,0,86539,20.0,5.777741827000001,0.0,40.0,60.0,21,14,80.0,0.0
Mendocino,2001,0,1,4,1,3,0,87140,25.0,4.590314437,0.0,25.0,75.0,22,14,75.0,0.0
Mendocino,2002,0,3,5,3,4,1,87507,20.0,5.713828607999999,0.0,60.0,40.0,23,14,80.0,0.0
Mendocino,2003,0,6,10,2,9,0,88017,10.0,11.36144154,0.0,20.0,80.0,24,14,90.0,0.0
Mendocino,2004,0,4,6,3,4,1,88239,33.33333333,6.799714412,0.0,50.0,50.0,25,14,66.66666666666666,0.0
Mendocino,2005,0,2,4,2,3,2,88016,25.0,4.544628249,0.0,50.0,50.0,26,14,75.0,0.0
Mendocino,2006,0,3,6,2,5,2,87584,16.66666667,6.850566313,0.0,33.33333333,66.66666667,27,14,83.33333333333334,0.0
Mendocino,2007,0,6,7,0,6,2,87646,14.28571429,7.986673665,0.0,0.0,100.0,28,14,85.71428571428571,0.0
Mendocino,2008,0,2,7,3,7,1,87782,0.0,7.97429997,0.0,42.85714286,57.14285714,29,14,100.0,0.0
Mendocino,2009,0,4,5,1,4,1,87569,20.0,5.709783142,0.0,20.0,80.0,30,14,80.0,0.0
Mendocino,2010,0,3,5,1,5,2,87939,0.0,5.685759447000001,0.0,20.0,80.0,31,14,100.0,0.0
Mendocino,2011,0,5,7,1,7,1,87226,0.0,8.025130122,0.0,14.28571429,85.71428571,32,14,100.0,0.0
Mendocino,2012,0,2,6,3,4,1,87976,33.33333333,6.82004183,0.0,50.0,50.0,33,14,66.66666666666666,0.0
Mendocino,2013,0,2,4,0,1,1,88040,75.0,4.543389368,0.0,0.0,100.0,34,14,25.0,0.0
Mendocino,2014,0,3,6,2,5,1,88440,16.66666667,6.784260516,0.0,33.33333333,66.66666667,35,14,83.33333333333334,0.0
Mendocino,2015,0,4,6,3,6,2,88264,0.0,6.797788453,0.0,50.0,50.0,36,14,100.0,0.0
Mendocino,2016,0,1,8,2,7,1,88779,12.5,9.011140022000001,0.0,25.0,75.0,37,14,87.5,0.0
Solano,1980,0,11,17,4,11,4,237200,35.29411765,7.166947723,0.0,23.52941176,76.47058824,1,15,64.70588235294117,0.0
Solano,1981,0,9,11,5,11,3,246100,0.0,4.469727753,0.0,45.45454545,54.54545455,2,15,100.0,0.0
Solano,1982,0,6,19,8,15,4,255000,21.05263158,7.450980392000001,0.0,42.10526316,57.89473684,3,15,78.94736842105263,0.0
Solano,1983,0,6,12,5,10,4,261600,16.66666667,4.587155963,0.0,41.66666667,58.33333333,4,15,83.33333333333334,0.0
Solano,1984,0,12,20,4,12,5,265600,40.0,7.530120482,0.0,20.0,80.0,5,15,60.0,0.0
Solano,1985,0,7,13,3,8,2,273300,38.46153846,4.756677644,0.0,23.07692308,76.92307692,6,15,61.53846153846154,0.0
Solano,1986,0,12,22,10,16,7,284800,27.27272727,7.724719101,0.0,45.45454545,54.54545455,7,15,72.72727272727273,0.0
Solano,1987,0,12,33,13,22,11,297800,33.33333333,11.08126259,0.0,39.39393939,60.60606061,8,15,66.66666666666666,0.0
Solano,1988,0,17,25,12,23,7,310400,8.0,8.054123711,0.0,48.0,52.0,9,15,92.0,0.0
Solano,1989,3,16,25,7,23,5,325200,8.0,7.6875768760000005,12.0,28.0,60.0,10,15,92.0,0.922509225092251
Solano,1990,1,8,17,4,13,5,342500,23.52941176,4.96350365,5.8823529410000015,23.52941176,70.58823529,11,15,76.47058823529412,0.29197080291970806
Solano,1991,1,25,35,6,24,11,356397,31.42857143,9.820509151,2.857142857,17.14285714,80.0,12,15,68.57142857142857,0.28058597575176
Solano,1992,1,17,30,12,24,7,361948,20.0,8.288483429,3.333333333,40.0,56.66666667,13,15,80.0,0.27628278095195996
Solano,1993,1,15,27,6,24,10,367313,11.11111111,7.3506791210000015,3.7037037039999996,22.22222222,74.07407407,14,15,88.88888888888891,0.2722473748546879
Solano,1994,4,28,47,13,35,17,368744,25.53191489,12.745970100000001,8.510638298,27.65957447,63.82978723,15,15,74.46808510638297,1.084763413099603
Solano,1995,3,16,31,9,19,8,367701,38.70967742,8.430763038,9.677419355,29.03225806,61.29032258,16,15,61.29032258064516,0.8158802940432579
Solano,1996,0,15,24,8,15,7,368534,37.5,6.5122892320000005,0.0,33.33333333,66.66666667,17,15,62.5,0.0
Solano,1997,1,10,15,4,11,3,374227,26.66666667,4.008262365,6.666666667,26.66666667,66.66666667,18,15,73.33333333333333,0.2672174909880901
Solano,1998,1,13,19,1,12,8,380021,36.84210526,4.999723699,5.263157895,5.263157895,89.47368421,19,15,63.157894736842096,0.2631433526041982
Solano,1999,1,9,16,3,10,6,388640,37.5,4.116920543,6.25,18.75,75.0,20,15,62.5,0.2573075339645945
Solano,2000,0,12,23,11,20,3,397181,13.04347826,5.790810738999999,0.0,47.82608696,52.17391304,21,15,86.95652173913044,0.0
Solano,2001,0,6,14,1,12,5,402968,14.28571429,3.474221278,0.0,7.142857143,92.85714286,22,15,85.71428571428571,0.0
Solano,2002,0,10,17,4,12,5,406816,29.41176471,4.178793361,0.0,23.52941176,76.47058824,23,15,70.58823529411767,0.0
Solano,2003,3,16,26,5,21,12,408929,19.23076923,6.358071938999999,11.53846154,19.23076923,69.23076923,24,15,80.76923076923076,0.7336236852852206
Solano,2004,1,16,23,5,18,8,411389,21.73913043,5.590815506,4.347826087,21.73913043,73.91304348,25,15,78.26086956521739,0.2430789350225699
Solano,2005,3,20,31,6,21,12,410570,32.25806452,7.550478602999999,9.677419355,19.35483871,70.96774194,26,15,67.74193548387096,0.7306914777017317
Solano,2006,2,10,15,2,13,6,411351,13.33333333,3.646520854,13.33333333,13.33333333,73.33333333,27,15,86.66666666666669,0.4862027805937022
Solano,2007,3,26,34,7,27,9,412636,20.58823529,8.239707636,8.823529412000001,20.58823529,70.58823529,28,15,79.41176470588233,0.7270330266869589
Solano,2008,2,19,24,4,10,12,413167,58.33333333,5.808789182000001,8.333333332999999,16.66666667,75.0,29,15,41.66666666666667,0.4840657651748567
Solano,2009,1,17,20,1,8,11,412488,60.0,4.848625899,5.0,5.0,90.0,30,15,40.0,0.2424312949710052
Solano,2010,0,24,38,14,26,9,413220,31.57894737,9.19606989,0.0,36.84210526,63.15789474,31,15,68.42105263157895,0.0
Solano,2011,0,26,31,6,19,12,414659,38.70967742,7.476022467000001,0.0,19.35483871,80.64516129,32,15,61.29032258064516,0.0
Solano,2012,2,28,36,6,21,13,417480,41.66666667,8.623167577,5.555555556,16.66666667,77.77777778,33,15,58.33333333333334,0.47906486538277276
Solano,2013,0,30,36,3,15,12,420732,58.33333333,8.556515787,0.0,8.333333332999999,91.66666667,34,15,41.66666666666667,0.0
Solano,2014,0,24,28,5,17,11,425494,39.28571429,6.58058633,0.0,17.85714286,82.14285714,35,15,60.71428571428571,0.0
Solano,2015,1,26,31,4,10,16,429272,67.74193548,7.2215285410000005,3.225806452,12.90322581,83.87096774,36,15,32.25806451612903,0.23295253359175536
Solano,2016,6,19,25,8,17,6,433412,32.0,5.7681836220000005,24.0,32.0,44.0,37,15,68.0,1.3843640692920363
