county,years,gang_killings,guns_involved,murders,passion_murder,solved,youth_murder,pop,unsolved_percentage,murder_per_100_thousand,percentage_gang_killings,percentage_passion,percentage_other,year_code,county_code,percentage_solved
Madera,1992,1,9,13,1,9,6,99797,30.76923077,13.02644368,7.692307692000001,7.692307692000001,84.61538462,13,37,69.23076923076923
Trinity,1992,0,0,0,0,0,0,13253,0.0,0.0,0.0,0.0,0.0,13,38,
Mendocino,1992,0,4,6,2,6,0,82372,0.0,7.284028553,0.0,33.33333333,66.66666667,13,39,100.0
Napa,1992,0,3,6,2,5,2,114447,16.66666667,5.242601379,0.0,33.33333333,66.66666667,13,40,83.33333333333334
Del Norte,1992,0,2,3,2,2,0,27264,33.33333333,11.00352113,0.0,66.66666667,33.33333333,13,41,66.66666666666666
Tulare,1992,1,22,38,9,28,14,332167,26.31578947,11.44002866,2.631578947,23.68421053,73.68421053,13,42,73.68421052631578
Ventura,1992,5,21,31,7,19,8,686299,38.70967742,4.516981665,16.12903226,22.58064516,61.29032258,13,43,61.29032258064516
Alpine,1992,0,0,0,0,0,0,1131,0.0,0.0,0.0,0.0,0.0,13,44,
Yolo,1992,1,4,5,2,4,3,148536,20.0,3.366187322,20.0,40.0,40.0,13,45,80.0
Alameda,1992,12,160,229,40,113,82,1312023,50.65502183,17.45396232,5.240174672,17.46724891,77.29257642,13,46,49.34497816593886
Yuba,1992,0,0,4,3,4,1,61333,0.0,6.521774575,0.0,75.0,25.0,13,47,100.0
Tuolumne,1992,0,1,1,0,1,0,51083,0.0,1.957598418,0.0,0.0,100.0,13,48,100.0
Tehama,1992,0,1,2,1,1,0,52769,50.0,3.790104038,0.0,50.0,50.0,13,49,50.0
Merced,1992,1,7,11,3,8,2,190322,27.27272727,5.77967865,9.090909091,27.27272727,63.63636364,13,50,72.72727272727273
Santa Barbara,1992,1,5,16,9,15,4,378511,6.25,4.227089834,6.25,56.25,37.5,13,51,93.75
San Francisco,1992,6,68,121,15,58,36,731042,52.0661157,16.55171659,4.958677686000001,12.39669421,82.64462809999998,13,52,47.933884297520656
San Bernardino,1992,37,173,248,72,165,85,1536458,33.46774194,16.14102045,14.91935484,29.03225806,56.04838710000001,13,53,66.53225806451613
Amador,1992,0,1,2,2,2,0,32176,0.0,6.215813028,0.0,100.0,0.0,13,54,100.0
Humboldt,1992,0,4,7,5,7,3,123386,0.0,5.673253043,0.0,71.42857143,28.57142857,13,55,100.0
Los Angeles,1992,563,1647,2046,406,1193,860,960246,41.69110459,213.0704007,27.51710655,19.84359726,52.63929619,13,56,58.3088954056696
Kern,1992,6,40,54,11,40,11,590452,25.92592593,9.145535962,11.11111111,20.37037037,68.51851852,13,57,74.07407407407408
Santa Clara,1992,3,41,72,25,53,15,1530221,26.38888889,4.705202713,4.166666667,34.72222222,61.11111111,13,58,73.6111111111111
Placer,1993,0,4,9,4,6,3,197214,33.33333333,4.5635705380000005,0.0,44.44444444,55.55555556,14,1,66.66666666666666
Modoc,1993,0,0,0,0,0,0,9976,0.0,0.0,0.0,0.0,0.0,14,2,
Sutter,1993,0,1,2,0,1,0,71476,50.0,2.798142034,0.0,0.0,100.0,14,3,50.0
Colusa,1993,0,2,2,0,2,0,17319,0.0,11.54801086,0.0,0.0,100.0,14,4,100.0
San Mateo,1993,1,25,36,14,27,12,666787,25.0,5.399025476,2.777777778,38.88888889,58.33333333,14,5,75.0
Monterey,1993,9,22,38,11,24,13,372720,36.84210526,10.19532088,23.68421053,28.94736842,47.36842105,14,6,63.157894736842096
Nevada,1993,0,4,7,3,6,3,84864,14.28571429,8.248491704,0.0,42.85714286,57.14285714,14,7,85.71428571428571
Mono,1993,0,1,1,1,1,0,11039,0.0,9.058791557000001,0.0,100.0,0.0,14,8,100.0
San Joaquin,1993,14,56,73,11,49,32,508328,32.87671233,14.36080641,19.17808219,15.06849315,65.75342466,14,9,67.12328767123286
Riverside,1993,19,127,166,42,115,62,1328314,30.72289157,12.49704513,11.44578313,25.30120482,63.25301205,14,10,69.27710843373494
Sacramento,1993,12,112,163,41,128,56,1111097,21.47239264,14.67018631,7.36196319,25.15337423,67.48466258,14,11,78.52760736196319
San Luis Obispo,1993,0,0,0,0,0,0,225975,0.0,0.0,0.0,0.0,0.0,14,12,
Siskiyou,1993,0,1,2,0,1,0,44736,50.0,4.470672389,0.0,0.0,100.0,14,13,50.0
Plumas,1993,0,2,2,1,2,0,20913,0.0,9.563429446,0.0,50.0,50.0,14,14,100.0
San Benito,1993,0,0,0,0,0,0,41027,0.0,0.0,0.0,0.0,0.0,14,15,
El Dorado,1993,0,3,5,5,5,1,140871,0.0,3.549346565,0.0,100.0,0.0,14,16,100.0
Butte,1993,0,4,7,3,3,1,192812,57.14285714,3.630479431,0.0,42.85714286,57.14285714,14,17,42.857142857142854
Shasta,1993,0,6,13,8,10,0,158079,23.07692308,8.223736233,0.0,61.53846154,38.46153846,14,18,76.92307692307693
Stanislaus,1993,6,22,31,3,24,16,405859,22.58064516,7.638120627999999,19.35483871,9.677419355,70.96774194,14,19,77.4193548387097
Kings,1993,1,8,10,3,7,3,111462,30.0,8.971667474,10.0,30.0,60.0,14,20,70.0
Sonoma,1993,1,8,24,12,22,5,414576,8.333333332999999,5.789047123,4.166666667,50.0,45.83333333,14,21,91.66666666666666
Glenn,1993,0,2,2,0,1,0,25915,50.0,7.717538105,0.0,0.0,100.0,14,22,50.0
Sierra,1993,0,0,1,0,1,1,3483,0.0,28.71088142,0.0,0.0,100.0,14,23,100.0
Lake,1993,0,3,4,2,4,2,55481,0.0,7.209675384,0.0,50.0,50.0,14,24,100.0
Lassen,1993,0,2,2,2,2,0,28743,0.0,6.958215912999999,0.0,100.0,0.0,14,25,100.0
Mariposa,1993,0,3,3,3,3,0,16061,0.0,18.67878712,0.0,100.0,0.0,14,26,100.0
Solano,1993,1,15,27,6,24,10,367313,11.11111111,7.3506791210000015,3.703703704,22.22222222,74.07407407,14,27,88.8888888888889
Orange,1993,66,154,210,41,114,87,2550418,45.71428571,8.233944397,31.42857143,19.52380952,49.04761905,14,28,54.28571428571429
Imperial,1993,0,2,5,1,5,1,130169,0.0,3.841160338,0.0,20.0,80.0,14,29,100.0
Contra Costa,1993,21,99,120,18,64,48,856384,46.66666667,14.01240565,17.5,15.0,67.5,14,30,53.33333333333334
Calaveras,1993,0,1,1,1,1,0,36735,0.0,2.722199537,0.0,100.0,0.0,14,31,100.0
Marin,1993,0,2,4,1,2,0,237006,50.0,1.687720986,0.0,25.0,75.0,14,32,50.0
Santa Cruz,1993,0,8,9,2,8,3,236240,11.11111111,3.809685066,0.0,22.22222222,77.77777778,14,33,88.8888888888889
Inyo,1993,0,1,1,1,1,0,18337,0.0,5.453454764,0.0,100.0,0.0,14,34,100.0
Fresno,1993,14,106,138,22,86,45,730722,37.68115942,18.88543112,10.14492754,15.94202899,73.91304348,14,35,62.31884057971014
San Diego,1993,39,185,266,52,151,100,2597876,43.23308271,10.23913382,14.66165414,19.54887218,65.78947368,14,36,56.76691729323309
Madera,1993,0,6,10,3,5,2,104833,50.0,9.538981046,0.0,30.0,70.0,14,37,50.0
Trinity,1993,0,2,2,2,2,0,13356,0.0,14.97454328,0.0,100.0,0.0,14,38,100.0
Mendocino,1993,0,7,9,5,6,2,83009,33.33333333,10.84219783,0.0,55.55555556,44.44444444,14,39,66.66666666666666
Napa,1993,0,1,4,3,4,0,115713,0.0,3.456828533,0.0,75.0,25.0,14,40,100.0
Del Norte,1993,0,0,1,0,0,0,27591,100.0,3.624370266,0.0,0.0,100.0,14,41,0.0
Tulare,1993,2,17,28,7,21,8,338719,25.0,8.266439143,7.142857143,25.0,67.85714286,14,42,75.0
Ventura,1993,4,32,49,9,33,21,693786,32.65306122,7.0626965660000005,8.163265306,18.36734694,73.46938776,14,43,67.34693877551021
Alpine,1993,0,0,0,0,0,0,1132,0.0,0.0,0.0,0.0,0.0,14,44,
Yolo,1993,0,3,11,4,9,3,149527,18.18181818,7.356530928,0.0,36.36363636,63.63636364,14,45,81.81818181818183
Alameda,1993,7,174,215,34,106,75,1324224,50.69767442,16.23592383,3.255813953,15.81395349,80.93023256,14,46,49.30232558139535
Yuba,1993,0,0,3,0,1,1,61654,66.66666667,4.86586434,0.0,0.0,100.0,14,47,33.33333333333333
Tuolumne,1993,0,3,4,2,3,0,52222,25.0,7.659607062,0.0,50.0,50.0,14,48,75.0
Tehama,1993,0,1,1,0,0,0,53207,100.0,1.879451952,0.0,0.0,100.0,14,49,0.0
Merced,1993,2,15,22,6,20,8,194769,9.090909091,11.29543202,9.090909091,27.27272727,63.63636364,14,50,90.9090909090909
Santa Barbara,1993,0,3,12,4,10,1,378413,16.66666667,3.171138412,0.0,33.33333333,66.66666667,14,51,83.33333333333334
San Francisco,1993,9,90,134,13,65,40,742234,51.49253731,18.05360574,6.71641791,9.701492537,83.58208955,14,52,48.50746268656717
San Bernardino,1993,50,210,270,51,172,100,1556663,36.2962963,17.344794600000004,18.51851852,18.88888889,62.59259259,14,53,63.70370370370371
Amador,1993,0,2,2,1,2,0,32897,0.0,6.079581725,0.0,50.0,50.0,14,54,100.0
Humboldt,1993,0,9,14,6,10,3,124670,28.57142857,11.22964627,0.0,42.85714286,57.14285714,14,55,71.42857142857143
Los Angeles,1993,546,1598,2047,379,1254,802,983691,38.73961895,208.0938018,26.67318026,18.51489985,54.81191988,14,56,61.26038104543235
Kern,1993,9,53,79,15,52,29,601624,34.17721519,13.13112509,11.39240506,18.98734177,69.62025316,14,57,65.82278481012658
Santa Clara,1993,7,46,68,21,54,27,1553928,20.58823529,4.376007125,10.29411765,30.88235294,58.82352941,14,58,79.41176470588233
Placer,1994,0,3,8,5,7,1,202786,12.5,3.945045516,0.0,62.5,37.5,15,1,87.5
Modoc,1994,0,1,1,0,1,0,10045,0.0,9.955201593,0.0,0.0,100.0,15,2,100.0
Sutter,1994,0,3,3,1,2,0,72931,33.33333333,4.113477122,0.0,33.33333333,66.66666667,15,3,66.66666666666666
Colusa,1994,0,1,1,0,0,0,17556,100.0,5.696058328,0.0,0.0,100.0,15,4,0.0
San Mateo,1994,2,23,29,5,18,5,670632,37.93103448,4.324279187,6.896551724,17.24137931,75.86206897,15,5,62.06896551724138
Monterey,1994,11,32,40,6,29,14,359936,27.5,11.11308677,27.5,15.0,57.5,15,6,72.5
Nevada,1994,0,0,2,0,2,2,85796,0.0,2.331111008,0.0,0.0,100.0,15,7,100.0
Mono,1994,0,0,0,0,0,0,11432,0.0,0.0,0.0,0.0,0.0,15,8,
San Joaquin,1994,13,56,70,15,39,26,513779,44.28571429,13.62453506,18.57142857,21.42857143,60.0,15,9,55.714285714285715
Riverside,1994,21,127,181,53,125,56,1352163,30.93922652,13.38596012,11.60220994,29.28176796,59.1160221,15,10,69.06077348066299
Sacramento,1994,20,96,137,30,95,47,1116418,30.65693431,12.27138939,14.59854015,21.89781022,63.50364964,15,11,69.34306569343065
San Luis Obispo,1994,0,8,11,4,7,2,228099,36.36363636,4.822467437,0.0,36.36363636,63.63636364,15,12,63.63636363636363
Siskiyou,1994,0,0,0,0,0,0,45041,0.0,0.0,0.0,0.0,0.0,15,13,
Plumas,1994,0,0,0,0,0,0,20810,0.0,0.0,0.0,0.0,0.0,15,14,
San Benito,1994,0,2,2,1,2,1,42278,0.0,4.730592743,0.0,50.0,50.0,15,15,100.0
El Dorado,1994,0,6,9,4,7,3,142819,22.22222222,6.301682549,0.0,44.44444444,55.55555556,15,16,77.7777777777778
Butte,1994,0,4,6,4,6,1,195327,0.0,3.071771952,0.0,66.66666667,33.33333333,15,17,100.0
Shasta,1994,1,10,12,3,10,2,159036,16.66666667,7.545461405,8.333333332999999,25.0,66.66666667,15,18,83.33333333333334
Stanislaus,1994,2,26,29,9,24,10,410698,17.24137931,7.061149555,6.896551724,31.03448276,62.06896552,15,19,82.75862068965517
Kings,1994,0,6,7,1,5,1,113789,28.57142857,6.1517369870000005,0.0,14.28571429,85.71428571,15,20,71.42857142857143
Sonoma,1994,0,10,19,8,13,4,419012,31.57894737,4.53447634,0.0,42.10526316,57.89473684,15,21,68.42105263157895
Glenn,1994,0,0,0,0,0,0,25925,0.0,0.0,0.0,0.0,0.0,15,22,
Sierra,1994,0,0,0,0,0,0,3495,0.0,0.0,0.0,0.0,0.0,15,23,
Lake,1994,0,1,4,1,3,1,56072,25.0,7.133685262,0.0,25.0,75.0,15,24,75.0
Lassen,1994,0,1,2,2,2,0,28694,0.0,6.970098277999999,0.0,100.0,0.0,15,25,100.0
Mariposa,1994,0,0,0,0,0,0,16318,0.0,0.0,0.0,0.0,0.0,15,26,
Solano,1994,4,28,47,13,35,17,368744,25.53191489,12.7459701,8.510638298,27.65957447,63.82978723,15,27,74.46808510638297
Orange,1994,52,139,187,30,98,81,2575726,47.59358289,7.260089,27.80748663,16.04278075,56.14973262,15,28,52.40641711229946
Imperial,1994,1,4,7,2,6,4,133519,14.28571429,5.242699541,14.28571429,28.57142857,57.14285714,15,29,85.71428571428571
Contra Costa,1994,25,101,125,9,71,41,865554,43.2,14.44161774,20.0,7.2,72.8,15,30,56.8
Calaveras,1994,0,2,4,0,3,0,37607,25.0,10.63631771,0.0,0.0,100.0,15,31,75.0
Marin,1994,0,0,2,0,1,0,237695,50.0,0.8414144179999999,0.0,0.0,100.0,15,32,50.0
Santa Cruz,1994,1,3,6,0,5,3,238579,16.66666667,2.514890246,16.66666667,0.0,83.33333333,15,33,83.33333333333334
Inyo,1994,0,0,0,0,0,0,18483,0.0,0.0,0.0,0.0,0.0,15,34,
Fresno,1994,14,103,131,19,68,46,740909,48.09160305,17.68098376,10.6870229,14.50381679,74.80916031,15,35,51.90839694656489
San Diego,1994,21,150,224,32,140,75,2610989,37.5,8.579124615,9.375,14.28571429,76.33928571,15,36,62.5
Madera,1994,2,11,15,7,9,5,107697,40.0,13.92796457,13.33333333,46.66666667,40.0,15,37,60.0
Trinity,1994,0,1,2,0,1,0,13538,50.0,14.77323091,0.0,0.0,100.0,15,38,50.0
Mendocino,1994,0,2,6,5,5,1,83354,16.66666667,7.198214843,0.0,83.33333333,16.66666667,15,39,83.33333333333334
Napa,1994,0,2,2,2,2,0,116365,0.0,1.718729859,0.0,100.0,0.0,15,40,100.0
Del Norte,1994,0,1,2,0,1,2,27824,50.0,7.188039103,0.0,0.0,100.0,15,41,50.0
Tulare,1994,4,30,47,9,34,15,344244,27.65957447,13.65310652,8.510638298,19.14893617,72.34042553,15,42,72.3404255319149
Ventura,1994,3,20,30,10,26,10,700581,13.33333333,4.282160093,10.0,33.33333333,56.66666667,15,43,86.66666666666669
Alpine,1994,0,0,0,0,0,0,1119,0.0,0.0,0.0,0.0,0.0,15,44,
Yolo,1994,0,6,10,2,8,2,151252,20.0,6.611482822999999,0.0,20.0,80.0,15,45,80.0
Alameda,1994,13,159,199,25,111,73,1330821,44.22110553,14.95317552,6.532663317000001,12.56281407,80.90452261,15,46,55.77889447236181
Yuba,1994,0,0,3,0,1,0,61957,66.66666667,4.842067886000001,0.0,0.0,100.0,15,47,33.33333333333333
Tuolumne,1994,0,1,3,1,3,0,52581,0.0,5.705482969,0.0,33.33333333,66.66666667,15,48,100.0
Tehama,1994,0,1,2,0,2,2,53827,0.0,3.715607409,0.0,0.0,100.0,15,49,100.0
Merced,1994,0,12,17,5,15,6,198458,11.76470588,8.566044201,0.0,29.41176471,70.58823529,15,50,88.23529411764706
Santa Barbara,1994,0,6,11,4,10,4,381033,9.090909091,2.886889062,0.0,36.36363636,63.63636364,15,51,90.9090909090909
San Francisco,1994,17,67,98,12,41,32,743343,58.16326531,13.18368506,17.34693878,12.24489796,70.40816327,15,52,41.83673469387755
San Bernardino,1994,41,203,264,50,177,105,1567716,32.95454545,16.83978476,15.53030303,18.93939394,65.53030303,15,53,67.04545454545455
Amador,1994,0,0,0,0,0,0,33192,0.0,0.0,0.0,0.0,0.0,15,54,
Humboldt,1994,0,6,7,3,7,2,124462,0.0,5.624206585,0.0,42.85714286,57.14285714,15,55,100.0
Los Angeles,1994,603,1445,1780,293,1147,737,9106489,35.56179775,19.5465014,33.87640449,16.46067416,49.66292135,15,56,64.43820224719101
Kern,1994,10,57,97,23,76,29,612169,21.64948454,15.84529762,10.30927835,23.71134021,65.97938144,15,57,78.35051546391753
Santa Clara,1994,3,34,61,15,43,21,1562976,29.50819672,3.902811048,4.918032787,24.59016393,70.49180328,15,58,70.49180327868852
Placer,1995,0,6,7,4,7,5,211555,0.0,3.308832219,0.0,57.14285714,42.85714286,16,1,100.0
Modoc,1995,0,0,0,0,0,0,9983,0.0,0.0,0.0,0.0,0.0,16,2,
Sutter,1995,0,2,2,1,1,0,74167,50.0,2.696617094,0.0,50.0,50.0,16,3,50.0
Colusa,1995,0,1,1,0,1,0,17833,0.0,5.60758145,0.0,0.0,100.0,16,4,100.0
San Mateo,1995,1,22,38,20,28,12,675919,26.31578947,5.621975414,2.631578947,52.63157895,44.73684211,16,5,73.68421052631578
Monterey,1995,8,18,29,7,22,14,360350,24.13793103,8.047731372000001,27.5862069,24.13793103,48.27586207,16,6,75.86206896551724
Nevada,1995,0,1,1,0,1,0,87059,0.0,1.14864632,0.0,0.0,100.0,16,7,100.0
Mono,1995,0,0,1,0,1,0,11400,0.0,8.771929825,0.0,0.0,100.0,16,8,100.0
San Joaquin,1995,12,50,66,13,46,27,522089,30.303030300000003,12.64152281,18.18181818,19.6969697,62.12121212,16,9,69.6969696969697
Riverside,1995,15,98,144,25,101,40,1378805,29.86111111,10.44382636,10.41666667,17.36111111,72.22222222,16,10,70.1388888888889
Sacramento,1995,17,77,117,27,80,33,1120733,31.62393162,10.43959623,14.52991453,23.07692308,62.39316239,16,11,68.37606837606836
San Luis Obispo,1995,1,4,9,4,7,2,230223,22.22222222,3.909253202,11.11111111,44.44444444,44.44444444,16,12,77.7777777777778
Siskiyou,1995,0,5,6,1,6,1,44999,0.0,13.33362964,0.0,16.66666667,83.33333333,16,13,100.0
Plumas,1995,0,1,2,1,2,0,20823,0.0,9.604763963,0.0,50.0,50.0,16,14,100.0
San Benito,1995,0,0,2,2,2,1,44347,0.0,4.509887929,0.0,100.0,0.0,16,15,100.0
El Dorado,1995,0,3,5,2,3,1,144910,40.0,3.4504175010000004,0.0,40.0,60.0,16,16,60.0
Butte,1995,0,4,6,5,5,1,197464,16.66666667,3.038528542,0.0,83.33333333,16.66666667,16,17,83.33333333333334
Shasta,1995,0,7,8,3,5,2,159742,37.5,5.008075522,0.0,37.5,62.5,16,18,62.5
Stanislaus,1995,2,22,37,9,30,17,415341,18.91891892,8.908342783,5.405405405,24.32432432,70.27027027,16,19,81.08108108108108
Kings,1995,0,5,9,2,8,0,115865,11.11111111,7.76766064,0.0,22.22222222,77.77777778,16,20,88.8888888888889
Sonoma,1995,0,16,18,4,13,9,424348,27.77777778,4.24180154,0.0,22.22222222,77.77777778,16,21,72.2222222222222
Glenn,1995,0,0,0,0,0,0,26398,0.0,0.0,0.0,0.0,0.0,16,22,
Sierra,1995,0,1,1,0,1,0,3560,0.0,28.08988764,0.0,0.0,100.0,16,23,100.0
Lake,1995,0,2,5,1,4,1,56630,20.0,8.829242451,0.0,20.0,80.0,16,24,80.0
Lassen,1995,0,4,4,2,4,0,28891,0.0,13.84514209,0.0,50.0,50.0,16,25,100.0
Mariposa,1995,0,0,1,0,1,0,16450,0.0,6.079027356,0.0,0.0,100.0,16,26,100.0
Solano,1995,3,16,31,9,19,8,367701,38.70967742,8.430763038,9.677419355,29.03225806,61.29032258,16,27,61.29032258064516
Orange,1995,58,140,177,27,92,87,2604532,48.02259887,6.795846624,32.76836158,15.25423729,51.97740113,16,28,51.9774011299435
Imperial,1995,2,4,10,7,10,6,136183,0.0,7.343060441,20.0,70.0,10.0,16,29,100.0
Contra Costa,1995,12,66,84,14,44,18,872804,47.61904762,9.624153876,14.28571429,16.66666667,69.04761905,16,30,52.38095238095239
Calaveras,1995,0,2,3,2,2,0,38352,33.33333333,7.822277847,0.0,66.66666667,33.33333333,16,31,66.66666666666666
Marin,1995,0,4,7,5,6,4,238409,14.28571429,2.936130767,0.0,71.42857143,28.57142857,16,32,85.71428571428571
Santa Cruz,1995,2,1,8,3,5,1,241202,37.5,3.316722084,25.0,37.5,37.5,16,33,62.5
Inyo,1995,0,0,0,0,0,0,18371,0.0,0.0,0.0,0.0,0.0,16,34,
Fresno,1995,23,96,116,18,61,51,755971,47.41379310000001,15.34450396,19.82758621,15.51724138,64.65517241,16,35,52.58620689655172
San Diego,1995,27,128,213,36,128,57,2615201,39.90610329,8.144689452,12.67605634,16.90140845,70.42253521,16,36,60.093896713615024
Madera,1995,0,8,13,2,9,4,109941,30.76923077,11.82452406,0.0,15.38461538,84.61538462,16,37,69.23076923076923
Trinity,1995,0,1,1,1,1,0,13477,0.0,7.420048972000001,0.0,100.0,0.0,16,38,100.0
Mendocino,1995,0,5,5,1,5,1,83753,0.0,5.969935405,0.0,20.0,80.0,16,39,100.0
Napa,1995,0,0,2,1,2,0,117269,0.0,1.705480562,0.0,50.0,50.0,16,40,100.0
Del Norte,1995,0,0,0,0,0,0,27862,0.0,0.0,0.0,0.0,0.0,16,41,
Tulare,1995,7,27,41,9,25,14,350848,39.02439024,11.68597227,17.07317073,21.95121951,60.97560976,16,42,60.97560975609756
Ventura,1995,7,25,30,8,21,11,705080,30.0,4.254836331,23.33333333,26.66666667,50.0,16,43,70.0
Alpine,1995,0,0,0,0,0,0,1171,0.0,0.0,0.0,0.0,0.0,16,44,
Yolo,1995,0,4,10,2,7,2,154603,30.0,6.46817979,0.0,20.0,80.0,16,45,70.0
Alameda,1995,14,150,215,35,127,72,1335230,40.93023256,16.10209477,6.511627907,16.27906977,77.20930233,16,46,59.069767441860456
Yuba,1995,0,4,4,4,4,2,61895,0.0,6.462557557,0.0,100.0,0.0,16,47,100.0
Tuolumne,1995,0,1,1,0,1,0,52220,0.0,1.914975105,0.0,0.0,100.0,16,48,100.0
Tehama,1995,0,4,6,1,5,1,54573,16.66666667,10.9944478,0.0,16.66666667,83.33333333,16,49,83.33333333333334
Merced,1995,1,10,14,3,9,6,199020,35.71428571,7.034468897999999,7.142857143,21.42857143,71.42857143,16,50,64.28571428571429
Santa Barbara,1995,2,4,11,2,9,6,383717,18.18181818,2.866696029,18.18181818,18.18181818,63.63636364,16,51,81.81818181818183
San Francisco,1995,11,69,104,14,43,27,739863,58.65384615,14.05665644,10.57692308,13.46153846,75.96153846,16,52,41.346153846153854
San Bernardino,1995,34,180,237,51,156,99,1580776,34.17721519,14.99263653,14.34599156,21.51898734,64.1350211,16,53,65.82278481012658
Amador,1995,0,0,0,0,0,0,33395,0.0,0.0,0.0,0.0,0.0,16,54,
Humboldt,1995,0,7,9,3,8,2,124979,11.11111111,7.201209802999999,0.0,33.33333333,66.66666667,16,55,88.8888888888889
Los Angeles,1995,587,1393,1751,259,993,748,9101122,43.28954883,19.23938609,33.52370074,14.79154769,51.68475157,16,56,56.710451170759576
Kern,1995,10,51,80,14,57,24,618968,28.75,12.92473924,12.5,17.5,70.0,16,57,71.25
Santa Clara,1995,8,36,58,15,43,23,1573477,25.86206897,3.686104087,13.79310345,25.86206897,60.34482759,16,58,74.13793103448276
Placer,1996,0,4,5,4,5,1,218502,0.0,2.288308574,0.0,80.0,20.0,17,1,100.0
Modoc,1996,0,0,0,0,0,0,9925,0.0,0.0,0.0,0.0,0.0,17,2,
Sutter,1996,0,2,6,1,3,2,74979,50.0,8.002240627,0.0,16.66666667,83.33333333,17,3,50.0
Colusa,1996,0,0,0,0,0,0,18148,0.0,0.0,0.0,0.0,0.0,17,4,
San Mateo,1996,2,5,11,3,9,3,679929,18.18181818,1.617815978,18.18181818,27.27272727,54.54545455,17,5,81.81818181818183
Monterey,1996,3,18,26,5,18,9,360749,30.76923077,7.207227186,11.53846154,19.23076923,69.23076923,17,6,69.23076923076923
Nevada,1996,0,2,3,2,3,0,88128,0.0,3.404139434,0.0,66.66666667,33.33333333,17,7,100.0
Mono,1996,0,0,1,0,1,0,11696,0.0,8.549931601,0.0,0.0,100.0,17,8,100.0
San Joaquin,1996,11,48,67,18,52,22,528655,22.3880597,12.67367187,16.41791045,26.86567164,56.71641791,17,9,77.61194029850745
Riverside,1996,23,88,119,29,76,38,1404942,36.13445378,8.470100545,19.32773109,24.3697479,56.30252101,17,10,63.86554621848739
Sacramento,1996,9,64,102,31,70,33,1134687,31.37254902,8.989263118,8.823529412000001,30.39215686,60.78431373,17,11,68.62745098039215
San Luis Obispo,1996,0,3,5,3,4,2,233534,20.0,2.141015869,0.0,60.0,40.0,17,12,80.0
Siskiyou,1996,0,2,2,0,2,1,44560,0.0,4.488330341,0.0,0.0,100.0,17,13,100.0
Plumas,1996,0,3,3,2,3,0,20726,0.0,14.474573,0.0,66.66666667,33.33333333,17,14,100.0
San Benito,1996,0,0,0,0,0,0,46031,0.0,0.0,0.0,0.0,0.0,17,15,
El Dorado,1996,0,1,2,0,2,1,146992,0.0,1.360618265,0.0,0.0,100.0,17,16,100.0
Butte,1996,0,8,12,3,10,2,197753,16.66666667,6.068175957,0.0,25.0,75.0,17,17,83.33333333333334
Shasta,1996,0,3,9,2,9,1,160033,0.0,5.623840082999999,0.0,22.22222222,77.77777778,17,18,100.0
Stanislaus,1996,5,20,31,5,23,7,419639,25.80645161,7.387301943,16.12903226,16.12903226,67.74193548,17,19,74.19354838709677
Kings,1996,1,5,10,0,7,4,116194,30.0,8.606296366,10.0,0.0,90.0,17,20,70.0
Sonoma,1996,1,11,19,7,10,6,429669,47.36842105,4.422008569,5.263157895,36.84210526,57.89473684,17,21,52.631578947368425
Glenn,1996,0,1,1,1,1,0,26342,0.0,3.796218966,0.0,100.0,0.0,17,22,100.0
Sierra,1996,0,0,0,0,0,0,3605,0.0,0.0,0.0,0.0,0.0,17,23,
Lake,1996,0,1,2,0,1,0,56644,50.0,3.530824094,0.0,0.0,100.0,17,24,50.0
Lassen,1996,0,0,0,0,0,0,32298,0.0,0.0,0.0,0.0,0.0,17,25,
Mariposa,1996,0,0,0,0,0,0,16574,0.0,0.0,0.0,0.0,0.0,17,26,
Solano,1996,0,15,24,8,15,7,368534,37.5,6.5122892320000005,0.0,33.33333333,66.66666667,17,27,62.5
Orange,1996,31,85,124,23,77,49,2646105,37.90322581,4.686133014,25.0,18.548387100000006,56.45161289999999,17,28,62.096774193548384
Imperial,1996,2,7,13,3,6,3,138126,53.84615385,9.411696567,15.38461538,23.07692308,61.53846154,17,29,46.153846153846146
Contra Costa,1996,9,63,79,10,46,25,883351,41.7721519,8.943217362,11.39240506,12.65822785,75.94936709,17,30,58.22784810126582
Calaveras,1996,0,5,5,0,5,1,38608,0.0,12.9506838,0.0,0.0,100.0,17,31,100.0
Marin,1996,0,1,2,2,2,0,237880,0.0,0.8407600470000001,0.0,100.0,0.0,17,32,100.0
Santa Cruz,1996,1,4,10,1,8,4,243398,20.0,4.108497194,10.0,10.0,80.0,17,33,80.0
Inyo,1996,0,0,0,0,0,0,18401,0.0,0.0,0.0,0.0,0.0,17,34,
Fresno,1996,9,70,99,15,49,32,766333,50.50505051,12.91866591,9.090909091,15.15151515,75.75757576,17,35,49.4949494949495
San Diego,1996,14,93,174,38,107,38,2627023,38.50574713,6.623466943,8.045977011,21.83908046,70.11494253,17,36,61.49425287356321
Madera,1996,0,4,14,4,13,2,113395,7.142857143,12.34622338,0.0,28.57142857,71.42857143,17,37,92.85714285714286
Trinity,1996,0,1,1,1,0,1,13431,100.0,7.445461991,0.0,100.0,0.0,17,38,0.0
Mendocino,1996,0,1,5,2,5,1,84291,0.0,5.931831394,0.0,40.0,60.0,17,39,100.0
Napa,1996,0,0,0,0,0,0,118209,0.0,0.0,0.0,0.0,0.0,17,40,
